# civil-holidays-translations v1
# source: translation
# retrieved: 2026-07-22
# note:
#   DISPLAY translations, NOT official names. Every row here is a rendering we
#   authored for convenience - a way to *show* a holiday in another language -
#   and is deliberately kept distinct from the official native names that live
#   in the per-jurisdiction .tab files. The golden rule still holds: a holiday's
#   real name is what its own government calls it (that is the primary `name`
#   and any co-official `names`); these are only helpful glosses. The join key
#   is the holiday's PRIMARY name (its official native name) exactly as spelled
#   in the jurisdiction's .tab file. A language is omitted for a holiday when
#   that language is already its official name (carried in the .tab `names`).
# columns: jurisdiction | name | lang | text
#
# ===== PT =====
PT | Ano Novo | en | New Year's Day
ES | Fiesta Nacional de España | en | National Day of Spain
ES | Fiesta Nacional de España | pt | Festa Nacional de Espanha
ES | Fiesta Nacional de España | de | Nationalfeiertag Spaniens
ES | Fiesta Nacional de España | fr | Fête nationale de l'Espagne
ES | Todos los Santos | en | All Saints' Day
ES | Todos los Santos | pt | Dia de Todos os Santos
ES | Todos los Santos | de | Allerheiligen
ES | Todos los Santos | fr | Toussaint
ES | Día de la Constitución Española | en | Constitution Day
ES | Día de la Constitución Española | pt | Dia da Constituição
ES | Día de la Constitución Española | de | Tag der Verfassung
ES | Día de la Constitución Española | fr | Jour de la Constitution
ES | Inmaculada Concepción | en | Immaculate Conception
ES | Inmaculada Concepción | pt | Imaculada Conceição
ES | Inmaculada Concepción | de | Mariä Empfängnis
ES | Inmaculada Concepción | fr | Immaculée Conception
ES | Natividad del Señor | en | Christmas Day
ES | Natividad del Señor | pt | Natal
ES | Natividad del Señor | de | Weihnachten
ES | Natividad del Señor | fr | Noël
ES | Día de Andalucía | en | Andalusia Day
ES | Día de Andalucía | pt | Dia da Andaluzia
ES | Día de Andalucía | de | Tag von Andalusien
ES | Día de Andalucía | fr | Jour de l'Andalousie
ES | Jueves Santo | en | Maundy Thursday
ES | Jueves Santo | pt | Quinta-feira Santa
ES | Jueves Santo | de | Gründonnerstag
ES | Jueves Santo | fr | Jeudi saint
ES | San Jorge/Día de Aragón | en | St George's Day / Aragon Day
ES | San Jorge/Día de Aragón | pt | Dia de São Jorge / Dia de Aragão
ES | San Jorge/Día de Aragón | de | St.-Georgs-Tag / Tag von Aragonien
ES | San Jorge/Día de Aragón | fr | Saint-Georges / Jour de l'Aragon
ES | Día de Asturias | en | Asturias Day
ES | Día de Asturias | pt | Dia das Astúrias
ES | Día de Asturias | de | Tag von Asturien
ES | Día de Asturias | fr | Jour des Asturies
ES | Día de les Illes Balears | en | Balearic Islands Day
ES | Día de les Illes Balears | pt | Dia das Ilhas Baleares
ES | Día de les Illes Balears | de | Tag der Balearen
ES | Día de les Illes Balears | fr | Jour des Îles Baléares
ES | Lunes de Pascua | en | Easter Monday
ES | Lunes de Pascua | pt | Segunda-feira de Páscoa
ES | Lunes de Pascua | de | Ostermontag
ES | Lunes de Pascua | fr | Lundi de Pâques
ES | San Esteban | en | St Stephen's Day
ES | San Esteban | pt | Dia de Santo Estêvão
ES | San Esteban | de | Stephanstag
ES | San Esteban | fr | Saint-Étienne
ES | Día de Canarias | en | Canary Islands Day
ES | Día de Canarias | pt | Dia das Canárias
ES | Día de Canarias | de | Tag der Kanaren
ES | Día de Canarias | fr | Jour des Canaries
ES | Día de las Instituciones de Cantabria | en | Day of the Institutions of Cantabria
ES | Día de las Instituciones de Cantabria | pt | Dia das Instituições da Cantábria
ES | Día de las Instituciones de Cantabria | de | Tag der Institutionen Kantabriens
ES | Día de las Instituciones de Cantabria | fr | Jour des institutions de la Cantabrie
ES | La Bien Aparecida | en | La Bien Aparecida
ES | La Bien Aparecida | pt | La Bien Aparecida
ES | La Bien Aparecida | de | La Bien Aparecida
ES | La Bien Aparecida | fr | La Bien Aparecida
ES | Santiago Apóstol/Día Nacional de Galicia | en | St James the Apostle / Galicia Day
ES | Santiago Apóstol/Día Nacional de Galicia | pt | Santiago Apóstolo / Dia da Galiza
ES | Santiago Apóstol/Día Nacional de Galicia | de | Apostel Jakobus / Tag Galiciens
ES | Santiago Apóstol/Día Nacional de Galicia | fr | Saint-Jacques / Jour de la Galice
ES | Corpus Christi | en | Corpus Christi
ES | Corpus Christi | pt | Corpo de Deus
ES | Corpus Christi | de | Fronleichnam
ES | Corpus Christi | fr | Fête-Dieu
ES | Día de Castilla-La Mancha | en | Castile–La Mancha Day
ES | Día de Castilla-La Mancha | pt | Dia de Castela-Mancha
ES | Día de Castilla-La Mancha | de | Tag von Kastilien-La Mancha
ES | Día de Castilla-La Mancha | fr | Jour de Castille-La Manche
ES | Fiesta de Castilla y León | en | Castile and León Day
ES | Fiesta de Castilla y León | pt | Dia de Castela e Leão
ES | Fiesta de Castilla y León | de | Tag von Kastilien und León
ES | Fiesta de Castilla y León | fr | Jour de Castille-et-León
ES | Fiesta Nacional de Cataluña | en | National Day of Catalonia
ES | Fiesta Nacional de Cataluña | pt | Diada da Catalunha
ES | Fiesta Nacional de Cataluña | de | Nationalfeiertag Kataloniens
ES | Fiesta Nacional de Cataluña | fr | Fête nationale de la Catalogne
ES | San Juan | en | St John's Day
ES | San Juan | pt | Dia de São João
ES | San Juan | de | Johannistag
ES | San Juan | fr | Saint-Jean
ES | Día de Extremadura | en | Extremadura Day
ES | Día de Extremadura | pt | Dia da Estremadura
ES | Día de Extremadura | de | Tag der Extremadura
ES | Día de Extremadura | fr | Jour de l'Estrémadure
ES | Martes de Carnaval | en | Shrove Tuesday
ES | Martes de Carnaval | pt | Terça-feira de Carnaval
ES | Martes de Carnaval | de | Faschingsdienstag
ES | Martes de Carnaval | fr | Mardi gras
ES | Día de las Letras Gallegas | en | Galician Literature Day
ES | Día de las Letras Gallegas | pt | Dia das Letras Galegas
ES | Día de las Letras Gallegas | de | Tag der galicischen Literatur
ES | Día de las Letras Gallegas | fr | Jour des lettres galiciennes
ES | San José | en | St Joseph's Day
ES | San José | pt | Dia de São José
ES | San José | de | Josefstag
ES | San José | fr | Saint-Joseph
ES | Fiesta de la Comunidad de Madrid | en | Community of Madrid Day
ES | Fiesta de la Comunidad de Madrid | pt | Dia da Comunidade de Madrid
ES | Fiesta de la Comunidad de Madrid | de | Tag der Autonomen Gemeinschaft Madrid
ES | Fiesta de la Comunidad de Madrid | fr | Jour de la Communauté de Madrid
ES | Día de la Región de Murcia | en | Region of Murcia Day
ES | Día de la Región de Murcia | pt | Dia da Região de Múrcia
ES | Día de la Región de Murcia | de | Tag der Region Murcia
ES | Día de la Región de Murcia | fr | Jour de la Région de Murcie
ES | Día de La Rioja | en | La Rioja Day
ES | Día de La Rioja | pt | Dia da Rioja
ES | Día de La Rioja | de | Tag von La Rioja
ES | Día de La Rioja | fr | Jour de La Rioja
ES | Día de la Comunitat Valenciana | en | Valencian Community Day
ES | Día de la Comunitat Valenciana | pt | Dia da Comunidade Valenciana
ES | Día de la Comunitat Valenciana | de | Tag der Valencianischen Gemeinschaft
ES | Día de la Comunitat Valenciana | fr | Jour de la Communauté valencienne
ES | Día de Ceuta | en | Ceuta Day
ES | Día de Ceuta | pt | Dia de Ceuta
ES | Día de Ceuta | de | Tag von Ceuta
ES | Día de Ceuta | fr | Jour de Ceuta
ES | Fiesta del Sacrificio (Aid al-Adha) | en | Feast of the Sacrifice (Eid al-Adha)
ES | Fiesta del Sacrificio (Aid al-Adha) | pt | Festa do Sacrifício (Eid al-Adha)
ES | Fiesta del Sacrificio (Aid al-Adha) | de | Opferfest (Eid al-Adha)
ES | Fiesta del Sacrificio (Aid al-Adha) | fr | Fête du Sacrifice (Aïd el-Adha)
ES | Nuestra Señora de África | en | Our Lady of Africa
ES | Nuestra Señora de África | pt | Nossa Senhora de África
ES | Nuestra Señora de África | de | Unsere Liebe Frau von Afrika
ES | Nuestra Señora de África | fr | Notre-Dame d'Afrique
ES | Fiesta del Aid al-Fitr | en | Feast of Eid al-Fitr
ES | Fiesta del Aid al-Fitr | pt | Festa do Eid al-Fitr
ES | Fiesta del Aid al-Fitr | de | Fest des Eid al-Fitr
ES | Fiesta del Aid al-Fitr | fr | Fête de l'Aïd el-Fitr
# ===== IE =====
IE | Good Friday | pt | Sexta-feira Santa
IE | Good Friday | es | Viernes Santo
IE | Good Friday | de | Karfreitag
IE | Good Friday | fr | Vendredi saint
IE | New Year's Day | pt | Ano Novo
IE | New Year's Day | es | Año Nuevo
IE | New Year's Day | de | Neujahr
IE | New Year's Day | fr | Jour de l'an
IE | Saint Brigid's Day | pt | Dia de Santa Brígida
IE | Saint Brigid's Day | es | Día de Santa Brígida
IE | Saint Brigid's Day | de | Brigidtag
IE | Saint Brigid's Day | fr | Sainte-Brigide
IE | Saint Patrick's Day | pt | Dia de São Patrício
IE | Saint Patrick's Day | es | Día de San Patricio
IE | Saint Patrick's Day | de | St. Patrick's Day
IE | Saint Patrick's Day | fr | Saint-Patrick
IE | Easter Monday | pt | Segunda-feira de Páscoa
IE | Easter Monday | es | Lunes de Pascua
IE | Easter Monday | de | Ostermontag
IE | Easter Monday | fr | Lundi de Pâques
IE | May Day | pt | Dia do Trabalhador
IE | May Day | es | Primero de Mayo
IE | May Day | de | Maifeiertag
IE | May Day | fr | Premier Mai
IE | June Bank Holiday | pt | Feriado de Junho
IE | June Bank Holiday | es | Festivo de junio
IE | June Bank Holiday | de | Feiertag im Juni
IE | June Bank Holiday | fr | Jour férié de juin
IE | August Bank Holiday | pt | Feriado de Agosto
IE | August Bank Holiday | es | Festivo de agosto
IE | August Bank Holiday | de | Feiertag im August
IE | August Bank Holiday | fr | Jour férié d'août
IE | October Bank Holiday | pt | Feriado de Outubro
IE | October Bank Holiday | es | Festivo de octubre
IE | October Bank Holiday | de | Feiertag im Oktober
IE | October Bank Holiday | fr | Jour férié d'octobre
IE | Christmas Day | pt | Natal
IE | Christmas Day | es | Navidad
IE | Christmas Day | de | Weihnachten
IE | Christmas Day | fr | Noël
IE | Saint Stephen's Day | pt | Dia de Santo Estêvão
IE | Saint Stephen's Day | es | San Esteban
IE | Saint Stephen's Day | de | Stephanstag
IE | Saint Stephen's Day | fr | Saint-Étienne
IE | Day of Remembrance and Recognition | pt | Dia da Memória e do Reconhecimento
IE | Day of Remembrance and Recognition | es | Día del Recuerdo y del Reconocimiento
IE | Day of Remembrance and Recognition | de | Tag des Gedenkens und der Anerkennung
IE | Day of Remembrance and Recognition | fr | Jour du souvenir et de la reconnaissance
# ===== IT =====
IT | Capodanno | en | New Year's Day
IT | Capodanno | pt | Ano Novo
IT | Capodanno | es | Año Nuevo
IT | Capodanno | de | Neujahr
IT | Capodanno | fr | Jour de l'an
IT | Epifania | en | Epiphany
IT | Epifania | pt | Dia de Reis
IT | Epifania | es | Epifanía
IT | Epifania | de | Heilige Drei Könige
IT | Epifania | fr | Épiphanie
IT | Pasqua | en | Easter Sunday
IT | Pasqua | pt | Domingo de Páscoa
IT | Pasqua | es | Domingo de Resurrección
IT | Pasqua | de | Ostersonntag
IT | Pasqua | fr | Pâques
IT | Lunedì dell'Angelo | en | Easter Monday
IT | Lunedì dell'Angelo | pt | Segunda-feira de Páscoa
IT | Lunedì dell'Angelo | es | Lunes de Pascua
IT | Lunedì dell'Angelo | de | Ostermontag
IT | Lunedì dell'Angelo | fr | Lundi de Pâques
IT | Anniversario della Liberazione | en | Liberation Day
IT | Anniversario della Liberazione | pt | Dia da Libertação
IT | Anniversario della Liberazione | es | Día de la Liberación
IT | Anniversario della Liberazione | de | Tag der Befreiung
IT | Anniversario della Liberazione | fr | Fête de la Libération
IT | Festa del Lavoro | en | Labour Day
IT | Festa del Lavoro | pt | Dia do Trabalhador
IT | Festa del Lavoro | es | Día del Trabajo
IT | Festa del Lavoro | de | Tag der Arbeit
IT | Festa del Lavoro | fr | Fête du Travail
IT | Festa della Repubblica | en | Republic Day
IT | Festa della Repubblica | pt | Dia da República
IT | Festa della Repubblica | es | Día de la República
IT | Festa della Repubblica | de | Tag der Republik
IT | Festa della Repubblica | fr | Fête de la République
IT | Assunzione della Beata Vergine Maria | en | Assumption of Mary
IT | Assunzione della Beata Vergine Maria | pt | Assunção de Nossa Senhora
IT | Assunzione della Beata Vergine Maria | es | Asunción de la Virgen
IT | Assunzione della Beata Vergine Maria | de | Mariä Himmelfahrt
IT | Assunzione della Beata Vergine Maria | fr | Assomption
IT | Ognissanti | en | All Saints' Day
IT | Ognissanti | pt | Dia de Todos os Santos
IT | Ognissanti | es | Todos los Santos
IT | Ognissanti | de | Allerheiligen
IT | Ognissanti | fr | Toussaint
IT | Immacolata Concezione | en | Immaculate Conception
IT | Immacolata Concezione | pt | Imaculada Conceição
IT | Immacolata Concezione | es | Inmaculada Concepción
IT | Immacolata Concezione | de | Mariä Empfängnis
IT | Immacolata Concezione | fr | Immaculée Conception
IT | Natale | en | Christmas Day
IT | Natale | pt | Natal
IT | Natale | es | Navidad
IT | Natale | de | Weihnachten
IT | Natale | fr | Noël
IT | Santo Stefano | en | St Stephen's Day
IT | Santo Stefano | pt | Dia de Santo Estêvão
IT | Santo Stefano | es | San Esteban
IT | Santo Stefano | de | Stephanstag
IT | Santo Stefano | fr | Saint-Étienne
# ===== tier-2 additions to existing matrix jurisdictions =====
GB | Platinum Jubilee bank holiday | pt | Feriado do Jubileu de Platina
GB | Platinum Jubilee bank holiday | es | Festivo del Jubileo de Platino
GB | Platinum Jubilee bank holiday | de | Feiertag zum Platin-Jubiläum
GB | Platinum Jubilee bank holiday | fr | Jour férié du jubilé de platine
GB | State Funeral of Queen Elizabeth II | pt | Funeral de Estado da Rainha Isabel II
GB | State Funeral of Queen Elizabeth II | es | Funeral de Estado de la Reina Isabel II
GB | State Funeral of Queen Elizabeth II | de | Staatsbegräbnis von Königin Elisabeth II.
GB | State Funeral of Queen Elizabeth II | fr | Funérailles nationales de la reine Élisabeth II
GB | Coronation of King Charles III | pt | Coroação do Rei Carlos III
GB | Coronation of King Charles III | es | Coronación del Rey Carlos III
GB | Coronation of King Charles III | de | Krönung von König Charles III.
GB | Coronation of King Charles III | fr | Couronnement du roi Charles III
US | Christmas Eve (half-day closing) | pt | Véspera de Natal (meio-dia)
US | Christmas Eve (half-day closing) | es | Nochebuena (medio día)
US | Christmas Eve (half-day closing) | de | Heiligabend (halber Tag)
US | Christmas Eve (half-day closing) | fr | Veille de Noël (demi-journée)
#
# ===== vacanza/holidays 0.101 category-parity rows (retrieved 2026-07-22) =====
PT | Dia de Santo António | en | Saint Anthony's Day
PT | Dia de Santo António | es | Día de San Antonio
PT | Dia de Santo António | de | Sankt-Antonius-Tag
PT | Dia de Santo António | fr | Saint-Antoine
PT | Véspera de Natal | en | Christmas Eve
PT | Véspera de Natal | es | Nochebuena
PT | Véspera de Natal | de | Heiligabend
PT | Véspera de Natal | fr | Veille de Noël
PT | 26 de Dezembro | en | 26 December
PT | 26 de Dezembro | es | 26 de diciembre
PT | 26 de Dezembro | de | 26. Dezember
PT | 26 de Dezembro | fr | 26 décembre
PT | Véspera de Ano Novo | en | New Year's Eve
PT | Véspera de Ano Novo | es | Nochevieja
PT | Véspera de Ano Novo | de | Silvester
PT | Véspera de Ano Novo | fr | Réveillon du Nouvel An
TR | Ramazan Bayramı (saat 13.00'ten) | en | Eid al-Fitr (from 1pm)
TR | Ramazan Bayramı (saat 13.00'ten) | pt | Eid al-Fitr (a partir das 13h)
TR | Ramazan Bayramı (saat 13.00'ten) | es | Eid al-Fitr (desde las 13h)
TR | Ramazan Bayramı (saat 13.00'ten) | de | Ramadanfest (ab 13 Uhr)
TR | Ramazan Bayramı (saat 13.00'ten) | fr | Aïd el-Fitr (à partir de 13h)
TR | Kurban Bayramı (saat 13.00'ten) | en | Eid al-Adha (from 1pm)
TR | Kurban Bayramı (saat 13.00'ten) | pt | Eid al-Adha (a partir das 13h)
TR | Kurban Bayramı (saat 13.00'ten) | es | Eid al-Adha (desde las 13h)
TR | Kurban Bayramı (saat 13.00'ten) | de | Opferfest (ab 13 Uhr)
TR | Kurban Bayramı (saat 13.00'ten) | fr | Aïd el-Kébir (à partir de 13h)
TR | Cumhuriyet Bayramı (saat 13.00'ten) | en | Republic Day (from 1pm)
TR | Cumhuriyet Bayramı (saat 13.00'ten) | pt | Dia da República (a partir das 13h)
TR | Cumhuriyet Bayramı (saat 13.00'ten) | es | Día de la República (desde las 13h)
TR | Cumhuriyet Bayramı (saat 13.00'ten) | de | Tag der Republik (ab 13 Uhr)
TR | Cumhuriyet Bayramı (saat 13.00'ten) | fr | Jour de la République (à partir de 13h)
US | Christmas Eve | pt | Véspera de Natal
US | Christmas Eve | es | Nochebuena
US | Christmas Eve | de | Heiligabend
US | Christmas Eve | fr | Veille de Noël
US | National Day of Mourning for former President Jimmy Carter | pt | Dia Nacional de Luto pelo ex-Presidente Jimmy Carter
US | National Day of Mourning for former President Jimmy Carter | es | Día Nacional de Luto por el expresidente Jimmy Carter
US | National Day of Mourning for former President Jimmy Carter | de | Nationaler Trauertag für Ex-Präsident Jimmy Carter
US | National Day of Mourning for former President Jimmy Carter | fr | Jour de deuil national pour l'ancien président Jimmy Carter
US | Day After Christmas | pt | Dia Depois do Natal
US | Day After Christmas | es | Día después de Navidad
US | Day After Christmas | de | Tag nach Weihnachten
US | Day After Christmas | fr | Lendemain de Noël
US | Groundhog Day | pt | Dia da Marmota
US | Groundhog Day | es | Día de la Marmota
US | Groundhog Day | de | Murmeltiertag
US | Groundhog Day | fr | Jour de la marmotte
US | Valentine's Day | pt | Dia dos Namorados
US | Valentine's Day | es | Día de San Valentín
US | Valentine's Day | de | Valentinstag
US | Valentine's Day | fr | Saint-Valentin
US | Saint Patrick's Day | pt | Dia de São Patrício
US | Saint Patrick's Day | es | Día de San Patricio
US | Saint Patrick's Day | de | Sankt-Patrick's-Tag
US | Saint Patrick's Day | fr | Saint-Patrick
US | Good Friday | pt | Sexta-feira Santa
US | Good Friday | es | Viernes Santo
US | Good Friday | de | Karfreitag
US | Good Friday | fr | Vendredi saint
US | Easter Sunday | pt | Domingo de Páscoa
US | Easter Sunday | es | Domingo de Pascua
US | Easter Sunday | de | Ostersonntag
US | Easter Sunday | fr | Dimanche de Pâques
US | Mother's Day | pt | Dia das Mães
US | Mother's Day | es | Día de la Madre
US | Mother's Day | de | Muttertag
US | Mother's Day | fr | Fête des Mères
US | Father's Day | pt | Dia dos Pais
US | Father's Day | es | Día del Padre
US | Father's Day | de | Vatertag
US | Father's Day | fr | Fête des Pères
US | Halloween | pt | Halloween
US | Halloween | es | Halloween
US | Halloween | de | Halloween
US | Halloween | fr | Halloween
US | Election Day | pt | Dia da Eleição
US | Election Day | es | Día de las Elecciones
US | Election Day | de | Wahltag
US | Election Day | fr | Jour de l'élection
US | New Year's Eve | pt | Véspera de Ano Novo
US | New Year's Eve | es | Nochevieja
US | New Year's Eve | de | Silvester
US | New Year's Eve | fr | Réveillon du Nouvel An
# ===== BR wave-2 subdivision backfill (en only) =====
BR | Abolição da escravidão no Ceará | en | Abolition of Slavery in Ceará
BR | Adesão do Grão-Pará à independência do Brasil | en | Grão-Pará's Accession to Brazilian Independence
BR | Adesão do Maranhão à independência do Brasil | en | Maranhão's Accession to Brazilian Independence
BR | Aniversário do Acre | en | Acre Anniversary
BR | Assinatura do Tratado de Petrópolis | en | Signing of the Treaty of Petrópolis
BR | Criação do Estado | en | State Creation Day
BR | Criação do Território Federal | en | Federal Territory Creation Day
BR | Dia Internacional da Mulher | en | International Women's Day
BR | Dia da Amazônia | en | Amazon Day
BR | Dia da Autonomia | en | Autonomy Day
BR | Dia de Santa Catarina de Alexandria | en | Saint Catherine of Alexandria's Day
BR | Dia do Estado de Santa Catarina | en | Santa Catarina State Day
BR | Dia do Evangélico | en | Evangelical Day
BR | Dia do Gaúcho | en | Gaucho Day
BR | Dia do Piauí | en | Piauí Day
BR | Dia do Rio Grande do Norte | en | Rio Grande do Norte Day
BR | Elevação do Amazonas à categoria de província | en | Elevation of Amazonas to Province Status
BR | Emancipação Política de Alagoas | en | Political Emancipation of Alagoas
BR | Emancipação política de Sergipe | en | Political Emancipation of Sergipe
BR | Execução de Tiradentes; Tiradentes | en | Execution of Tiradentes; Tiradentes Day
BR | Fundação da cidade de Goiás | en | Founding of the City of Goiás
BR | Fundação de Brasília; Tiradentes | en | Founding of Brasília; Tiradentes Day
BR | Fundação do Estado | en | State Founding Day
BR | Independência da Bahia | en | Independence of Bahia
BR | Mártires de Cunhaú e Uruaçu | en | Martyrs of Cunhaú and Uruaçu
BR | Nossa Senhora da Assunção | en | Our Lady of the Assumption
BR | Nossa Senhora da Natividade | en | Our Lady of the Nativity
BR | Nossa Senhora da Penha | en | Our Lady of Penha
BR | Nossa Senhora do Rocio; Proclamação da República | en | Our Lady of Rocio; Proclamation of the Republic
BR | Pedra fundamental de Goiânia | en | Goiânia Foundation Stone Day
BR | Revolução Pernambucana de 1817 | en | Pernambuco Revolution of 1817
BR | São José | en | Saint Joseph's Day
BR | São João | en | Saint John's Day
BR | São Pedro | en | Saint Peter's Day
BR | São Tiago | en | Saint James's Day
# ===== PT wave-2 subdivision backfill (en only) =====
PT | Dia de Bocage | en | Bocage Day
PT | Dia de Nossa Senhora da Agonia | en | Our Lady of Agony Day
PT | Dia de Nossa Senhora das Graças | en | Our Lady of Grace Day
PT | Dia de Nossa Senhora de Mércoles | en | Our Lady of Mércoles Day
PT | Dia de Santa Isabel | en | Saint Elizabeth's Day
PT | Dia de Santa Joana | en | Saint Joan's Day
PT | Dia de São José | en | Saint Joseph's Day
PT | Dia de São João | en | Saint John's Day
PT | Dia de São Mateus | en | Saint Matthew's Day
PT | Dia de São Pedro | en | Saint Peter's Day
PT | Dia do Município da Guarda | en | Guarda Municipal Day
PT | Dia do Município de Faro | en | Faro Municipal Day
PT | Dia do Município de Leiria | en | Leiria Municipal Day
PT | Dia do Município de Portalegre | en | Portalegre Municipal Day
PT | Quinta-feira da Ascensão | en | Ascension Thursday
